1,-1,9.25336,286.599,64,64,1
1,-1,0,501.271,64,64,1
1,-1,160.787,602.294,64,64,1
1,-1,310.025,223.46,64,64,1
1,-1,386.939,449.612,64,64,1
1,-1,432.859,611.478,64,64,1
1,-1,440.895,467.98,64,64,1
1,-1,454.67,391.065,64,64,1
1,-1,489.11,417.469,64,64,1
1,-1,557.989,200.5,64,64,1
1,-1,561.433,268.231,64,64,1
1,-1,623.424,162.617,64,64,1
1,-1,611.944,296.93,64,64,1
1,-1,641.791,463.388,64,64,1
1,-1,626.868,542.599,64,64,1
1,-1,668.195,218.868,64,64,1
1,-1,719.854,332.518,64,64,1
1,-1,717.558,606.886,64,64,1
1,-1,773.809,562.114,64,64,1
1,-1,838.096,37.4865,64,64,1
1,-1,844.984,263.639,64,64,1
1,-1,901.235,448.464,64,64,1
1,-1,631.068,64.0515,64,64,1
1,-1,947.017,123.075,64,64,1
1,-1,949.451,292.339,64,64,1
1,-1,1072.01,105.715,64,64,1
2,-1,6.9574,284.303,64,64,1
2,-1,0,497.827,64,64,1
2,-1,157.343,603.442,64,64,1
2,-1,310.025,221.164,64,64,1
2,-1,385.791,450.76,64,64,1
2,-1,436.303,621.809,64,64,1
2,-1,442.043,467.98,64,64,1
2,-1,451.226,399.101,64,64,1
2,-1,489.11,425.504,64,64,1
2,-1,554.545,205.092,64,64,1
2,-1,555.693,270.527,64,64,1
2,-1,622.276,160.321,64,64,1
2,-1,608.5,302.67,64,64,1
2,-1,638.348,465.684,64,64,1
2,-1,625.72,533.415,64,64,1
2,-1,667.047,220.016,64,64,1
2,-1,723.298,322.186,64,64,1
2,-1,721.002,593.11,64,64,1
2,-1,776.105,558.67,64,64,1
2,-1,834.652,35.1906,64,64,1
2,-1,853.02,263.639,64,64,1
2,-1,897.791,455.352,64,64,1
2,-1,632.225,61.7369,64,64,1
2,-1,949.332,123.075,64,64,1
2,-1,955.191,294.635,64,64,1
2,-1,1068.54,103.401,64,64,1
3,-1,9.25336,284.303,64,64,1
3,-1,0,503.567,64,64,1
3,-1,160.787,599.998,64,64,1
3,-1,306.581,228.052,64,64,1
3,-1,388.087,450.76,64,64,1
3,-1,440.895,625.253,64,64,1
3,-1,443.191,463.388,64,64,1
3,-1,447.783,402.545,64,64,1
3,-1,501.738,427.8,64,64,1
3,-1,561.433,202.796,64,64,1
3,-1,555.693,273.971,64,64,1
3,-1,631.46,159.173,64,64,1
3,-1,611.944,302.67,64,64,1
3,-1,638.348,465.684,64,64,1
3,-1,618.832,525.379,64,64,1
3,-1,663.603,220.016,64,64,1
3,-1,717.558,316.446,64,64,1
3,-1,722.15,589.666,64,64,1
3,-1,771.513,557.522,64,64,1
3,-1,826.617,29.4507,64,64,1
3,-1,849.576,268.231,64,64,1
3,-1,897.791,457.648,64,64,1
3,-1,629.91,66.3662,64,64,1
3,-1,947.017,120.76,64,64,1
3,-1,949.451,290.043,64,64,1
3,-1,1069.69,102.243,64,64,1
4,-1,8.10538,284.303,64,64,1
4,-1,0,495.531,64,64,1
4,-1,160.787,599.998,64,64,1
4,-1,312.321,228.052,64,64,1
4,-1,385.791,449.612,64,64,1
4,-1,443.191,632.141,64,64,1
4,-1,447.783,463.388,64,64,1
4,-1,446.635,408.285,64,64,1
4,-1,498.294,428.948,64,64,1
4,-1,561.433,200.5,64,64,1
4,-1,553.397,286.599,64,64,1
4,-1,636.052,163.765,64,64,1
4,-1,601.612,303.818,64,64,1
4,-1,638.348,465.684,64,64,1
4,-1,613.092,509.307,64,64,1
4,-1,668.195,215.424,64,64,1
4,-1,718.706,314.15,64,64,1
4,-1,715.262,578.186,64,64,1
4,-1,777.253,557.522,64,64,1
4,-1,827.765,30.5987,64,64,1
4,-1,851.872,268.231,64,64,1
4,-1,905.827,455.352,64,64,1
4,-1,629.91,67.5235,64,64,1
4,-1,951.646,121.918,64,64,1
4,-1,949.451,290.043,64,64,1
4,-1,1073.17,99.9286,64,64,1
5,-1,11.5493,286.599,64,64,1
5,-1,0,497.827,64,64,1
5,-1,160.787,599.998,64,64,1
5,-1,312.321,226.904,64,64,1
5,-1,393.827,453.056,64,64,1
5,-1,442.043,633.289,64,64,1
5,-1,443.191,463.388,64,64,1
5,-1,456.966,403.693,64,64,1
5,-1,501.738,427.8,64,64,1
5,-1,560.285,199.352,64,64,1
5,-1,556.841,286.599,64,64,1
5,-1,642.939,176.392,64,64,1
5,-1,602.76,304.966,64,64,1
5,-1,640.643,463.388,64,64,1
5,-1,617.684,508.159,64,64,1
5,-1,669.343,220.016,64,64,1
5,-1,721.002,311.854,64,64,1
5,-1,710.67,565.558,64,64,1
5,-1,776.105,554.078,64,64,1
5,-1,824.321,30.5987,64,64,1
5,-1,847.28,268.231,64,64,1
5,-1,898.939,450.76,64,64,1
5,-1,632.225,66.3662,64,64,1
5,-1,952.804,120.76,64,64,1
5,-1,949.451,290.043,64,64,1
5,-1,1068.54,98.7712,64,64,1
5,-1,563.729,237.235,64,64,1
6,-1,12.6973,286.599,64,64,1
6,-1,0,497.827,64,64,1
6,-1,160.787,598.85,64,64,1
6,-1,312.321,228.052,64,64,1
6,-1,393.827,447.316,64,64,1
6,-1,448.93,634.437,64,64,1
6,-1,445.487,463.388,64,64,1
6,-1,461.558,400.249,64,64,1
6,-1,501.738,428.948,64,64,1
6,-1,564.877,199.352,64,64,1
6,-1,554.545,296.93,64,64,1
6,-1,649.827,171.8,64,64,1
6,-1,606.204,308.41,64,64,1
6,-1,640.643,465.684,64,64,1
6,-1,608.5,508.159,64,64,1
6,-1,669.343,216.572,64,64,1
6,-1,722.15,300.374,64,64,1
6,-1,709.522,559.818,64,64,1
6,-1,774.957,550.635,64,64,1
6,-1,824.321,29.4507,64,64,1
6,-1,851.872,268.231,64,64,1
6,-1,896.643,453.056,64,64,1
6,-1,632.225,66.3662,64,64,1
6,-1,951.646,123.075,64,64,1
6,-1,949.451,290.043,64,64,1
6,-1,1070.85,99.9286,64,64,1
6,-1,556.841,232.643,64,64,1
7,-1,13.8453,286.599,64,64,1
7,-1,0,500.123,64,64,1
7,-1,167.675,599.998,64,64,1
7,-1,310.025,231.496,64,64,1
7,-1,397.271,445.02,64,64,1
7,-1,450.078,632.141,64,64,1
7,-1,443.191,461.092,64,64,1
7,-1,437.451,407.137,64,64,1
7,-1,504.034,428.948,64,64,1
7,-1,560.285,202.796,64,64,1
7,-1,554.545,300.374,64,64,1
7,-1,649.827,176.392,64,64,1
7,-1,605.056,304.966,64,64,1
7,-1,641.791,467.98,64,64,1
7,-1,609.648,500.123,64,64,1
7,-1,672.787,216.572,64,64,1
7,-1,724.446,292.339,64,64,1
7,-1,707.226,558.67,64,64,1
